NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
0,32,21,11,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,862,00000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
11,32,32,21,1,1:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,862,00000000000000000000100000000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
15,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,924,00000000000000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
25,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0,924,00000010000000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
1,32,21,11,0,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,987,00000000000000000000000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
6,32,32,21,1,0:1:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,987,00000000000000000000000001000010,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
20,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,1049,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
6,64,42,31,0,0:1:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,1049,00000000000100000000000001000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
3,32,22,11,0,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1112,00000000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
30,32,33,21,1,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,1112,01000000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
8,32,22,11,0,0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1174,00000000000000000000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
5,32,33,21,1,0:0:0:0:0:1:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1174,00000000000000000000000100100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
20,64,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0,1237,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
13,64,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0,1237,00000000000100000010000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
5,64,32,21,0,0:0:0:0:0:2:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1299,00000000000000000000000100100000,0000000000000000000000000000000000000000000000011111010000000000,0,800,100,4,16,10,32
31,64,42,31,0,0:0:0:0:0:2:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,1299,10000000000000000000000100100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
20,64,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0,1362,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
19,64,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:3:0:0:0:0:0:0:0:0:0:0:0,1362,00000000000110000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
26,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,1424,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
15,64,32,21,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,1424,00000100000000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
28,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,1487,00010000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
18,32,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:1:0:0:0,1487,00010000000001000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,4,16,10,32
14,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1549,00000000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
3,64,32,21,0,0:0:0:2:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1549,00000000000000000100000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
8,64,22,11,0,0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1612,00000000000000000000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
5,64,32,21,0,0:0:0:0:0:3:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1612,00000000000000000000000100100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
29,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,1674,00100000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
5,96,42,31,0,0:0:0:0:0:4:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,1674,00100000000000000000000100100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,4,16,10,32
