NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
6,16,21,11,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,862,0000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
5,16,32,21,1,0:0:0:0:0:1:1:0:0:0:0:0:0:0:0:0,862,0000000001100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
8,16,21,11,0,0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0,924,0000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
2,16,32,21,1,0:0:1:0:0:0:0:0:1:0:0:0:0:0:0:0,924,0000000100000100,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
0,16,21,11,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,987,0000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
9,16,32,21,1,1:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0,987,0000001000000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
14,16,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,1049,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
7,16,33,21,1,0:0:0:0:0:0:0:1:0:0:0:0:0:0:1:0,1049,0100000010000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
2,32,32,21,0,0:0:2:0:0:0:0:0:1:0:0:0:0:0:0:0,1112,0000000100000100,0000000000000000000000000000000000000000000000101111000000000000,0,800,400,1,4,10,16
4,32,42,31,0,0:0:2:0:1:0:0:0:1:0:0:0:0:0:0:0,1112,0000000100010100,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
15,16,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,1174,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
7,32,42,31,0,0:0:0:0:0:0:0:2:0:0:0:0:0:0:1:1,1174,1100000010000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
14,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0,1237,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
7,32,42,31,0,0:0:0:0:0:0:0:3:0:0:0:0:0:0:2:1,1237,1100000010000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
14,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0,1299,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
0,32,32,21,0,2:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0,1299,0100000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
15,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2,1362,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
13,32,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:2,1362,1010000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
8,32,22,11,0,0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0,1424,0000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,4,10,16
11,32,33,21,1,0:0:0:0:0:0:0:0:2:0:0:1:0:0:0:0,1424,0000100100000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,4,10,16
