NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
15,32,15,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,107,00000000000000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
22,32,23,15,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,107,00000000010000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,800,1,16,7,32
4,32,15,8,0,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,115,00000000000000000000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
8,32,23,15,1,0:0:0:0:1:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,115,00000000000000000000000100010000,0000000000000000000000000000000000000000000000000000000000000000,1,100,800,1,16,7,32
31,32,15,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,123,10000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
14,32,29,22,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,123,10000000000000000100000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
16,32,16,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,131,00000000000000010000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
1,32,24,15,1,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,131,00000000000000010000000000000010,0000000000000000000000000000000000000000000000000000000000000000,1,100,800,1,16,7,32
9,32,16,8,0,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,139,00000000000000000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,800,1,16,7,32
20,32,24,15,1,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,139,00000000000100000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,800,1,16,7,32
