NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
4,32,17,9,0,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,207,00000000000000000000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
24,32,26,17,1,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0,207,00000001000000000000000000010000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
1,32,17,9,0,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,215,00000000000000000000000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
22,32,26,17,1,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,215,00000000010000000000000000000010,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
29,32,17,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,223,00100000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
12,32,26,17,1,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,223,00100000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
9,32,17,9,0,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,231,00000000000000000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
25,32,26,17,1,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0,231,00000010000000000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
28,32,17,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,239,00010000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
23,32,26,17,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:1:0:0:0,239,00010000100000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
26,32,17,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,246,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
21,32,26,17,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:1:0:0:0:0:0,246,00000100001000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
23,64,25,17,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:1:0:0:0,254,00010000100000000000000000000000,0000000000000000000000000000000000000000000000000000111100000000,0,200,800,1,16,8,32
14,64,33,25,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:2:0:0:0:0:1:0:0:0,254,00010000100000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
17,32,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,262,00000000000000100000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
4,64,26,17,0,0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,262,00000000000000100000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
26,64,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0,270,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
31,64,27,17,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:1,270,10000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
26,64,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0,278,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
7,64,27,17,1,0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0,278,00000100000000000000000010000000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
14,64,34,25,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:2:0:0:0:0:1:0:0:0,285,00010000100000000100000000000000,0000000000000000000000000000000000000000000111110001111100000000,0,200,800,1,16,8,32
25,64,50,41,0,0:0:0:0:0:0:0:0:0:1:0:0:0:0:2:0:0:0:0:0:0:0:0:2:0:2:0:0:1:0:0:0,285,00010010100000000100001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
5,32,18,9,0,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,293,00000000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
28,64,26,17,0,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0,293,00010000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
19,32,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,301,00000000000010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
23,64,34,25,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:3:0:0:0:0:1:0:0:0,301,00010000100010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
20,32,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,309,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
7,64,34,25,0,0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:3:0:0:0:0:0,309,00000100000100000000000010000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
11,32,18,9,0,0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,317,00000000000000000000100000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
3,32,27,17,1,0:0:0:1:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,317,00000000000000000000100000001000,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
19,64,18,9,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0,324,00000000000010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
9,64,26,17,0,0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0,324,00000000000010000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
6,32,18,9,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,332,00000000000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
11,64,26,17,0,0:0:0:0:0:0:1:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,332,00000000000000000000100001000000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
1,64,18,9,0,0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,340,00000000000000000000000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
28,64,34,25,0,0:2:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0,340,00010000000000000000000000100010,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
4,64,26,17,0,0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,348,00000000000000100000000000010000,0000000000000000000000000000000000000000000000000101011000000000,0,200,800,1,16,8,32
29,64,34,25,0,0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:2:0:0,348,00100000000000100000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
0,32,18,9,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,356,00000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,200,800,1,16,8,32
10,32,27,17,1,1:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,356,00000000000000000000010000000001,0000000000000000000000000000000000000000000000000000000000000000,1,200,800,1,16,8,32
