NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
27,32,16,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,162,00001000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,16,4,7,32
14,32,24,15,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,162,00001000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,16,4,7,32
2,32,16,8,0,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,224,00000000000000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,16,4,7,32
2,64,17,8,1,0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,224,00000000000000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,16,4,7,32
3,32,17,8,0,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,287,00000000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,16,4,7,32
16,32,25,15,1,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,287,00000000000000010000000000001000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,16,4,7,32
13,32,17,8,0,0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,349,00000000000000000010000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,16,4,7,32
13,64,18,8,1,0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,349,00000000000000000010000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,16,4,7,32
8,32,17,8,0,0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,412,00000000000000000000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,16,4,7,32
14,64,25,15,1,0:0:0:0:0:0:0:0:1:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,412,00000000000000000100000100000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,16,4,7,32
