NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
11,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,807,0000100000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
15,16,32,21,1,0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:1,807,1000100000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
8,16,21,11,0,0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0,815,0000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
13,16,32,21,1,0:0:0:0:0:0:0:0:1:0:0:0:0:1:0:0,815,0010000100000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
11,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0,823,0000100000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
10,32,32,21,1,0:0:0:0:0:0:0:0:0:0:1:2:0:0:0:0,823,0000110000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
6,16,21,11,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,831,0000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
15,32,41,31,0,0:0:0:0:0:0:1:0:0:0:0:1:0:0:0:2,831,1000100001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
14,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,839,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
1,16,32,21,1,0:1:0:0:0:0:0:0:0:0:0:0:0:0:1:0,839,0100000000000010,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
7,16,21,11,0,0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,846,0000000010000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
3,16,32,21,1,0:0:0:1:0:0:0:1:0:0:0:0:0:0:0:0,846,0000000010001000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
4,16,21,11,0,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,854,0000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
2,16,32,21,1,0:0:1:0:1:0:0:0:0:0:0:0:0:0:0:0,854,0000000000010100,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,16,10,16
12,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,862,0001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
1,32,41,31,0,0:2:0:0:0:0:0:0:0:0:0:0:1:0:1:0,862,0101000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
1,32,41,31,0,0:3:0:0:0:0:0:0:0:0:0:0:1:0:1:0,870,0101000000000010,0000000000000000000000000000000000000000100000000010000000000000,0,800,800,4,16,10,16
12,32,41,31,0,0:3:0:0:0:0:0:0:0:0:0:0:2:0:1:0,870,0101000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
8,32,21,11,0,0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0,878,0000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
15,32,51,41,0,0:0:0:0:0:0:1:0:2:0:0:1:0:0:0:3,878,1000100101000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
8,32,21,11,0,0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0,885,0000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
11,32,31,21,0,0:0:0:0:0:0:0:0:3:0:0:3:0:0:0:0,885,0000100100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,16,10,16
