NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
20,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,862,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
9,32,32,21,1,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,862,00000000000100000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
23,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,924,00000000100000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
21,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:1:0:0:0:0:0:0:0:0,924,00000000101000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
21,64,31,21,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:1:0:0:0:0:0:0:0:0,987,00000000101000000000000000000000,0000000000000000000000000000000000000000000000001111110000000000,0,800,100,16,16,10,32
16,64,41,31,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:2:0:1:0:0:0:0:0:0:0:0,987,00000000101000010000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
17,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1049,00000000000000100000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
17,64,23,11,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1049,00000000000000100000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
20,64,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0,1112,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
10,64,33,21,1,0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0,1112,00000000000100000000010000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
26,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,1174,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
6,32,33,21,1,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,1174,00000100000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
19,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,1237,00000000000010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
25,32,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:1:0:0:0:0:0:0,1237,00000010000010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
0,32,22,11,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1299,00000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
11,32,33,21,1,1:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1299,00000000000000000000100000000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
16,64,42,31,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:2:0:1:0:0:0:0:0:0:0:0,1362,00000000101000010000000000000000,0000000000000000000000000000000000010111011101011101110000000000,0,800,100,16,16,10,32
22,64,52,41,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:2:1:1:0:0:0:0:0:0:0:0,1362,00000000111000010000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
20,64,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0,1424,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
31,64,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:1,1424,10000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,100,16,16,10,32
20,96,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0:0,1487,00000000000100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
17,96,32,21,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:4:0:0:0:0:0:0:0:0:0:0:0,1487,00000000000100100000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,100,16,16,10,32
