NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
9,16,20,10,0,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0,649,0000001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,100,4,4,9,16
1,16,30,19,1,0:1:0:0:0:0:0:0:0:1:0:0:0:0:0:0,649,0000001000000010,0000000000000000000000000000000000000000000000000000000000000000,1,400,100,4,4,9,16
12,16,20,10,0,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,899,0001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,100,4,4,9,16
5,16,30,19,1,0:0:0:0:0:1:0:0:0:0:0:0:1:0:0:0,899,0001000000100000,0000000000000000000000000000000000000000000000000000000000000000,1,400,100,4,4,9,16
15,16,21,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,1149,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,100,4,4,9,16
9,32,31,19,1,0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:1,1149,1000001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,400,100,4,4,9,16
15,32,21,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2,1399,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,100,4,4,9,16
5,32,31,19,1,0:0:0:0:0:2:0:0:0:0:0:0:1:0:0:2,1399,1000000000100000,0000000000000000000000000000000000000000000000000000000000000000,1,400,100,4,4,9,16
7,16,21,10,0,0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,1649,0000000010000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,100,4,4,9,16
9,32,31,19,1,0:0:0:0:0:0:0:1:0:3:0:0:0:0:0:1,1649,0000001010000000,0000000000000000000000000000000000000000000000000000000000000000,1,400,100,4,4,9,16
