NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
14,32,19,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,431,00000000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
3,32,29,19,1,0:0:0:1:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,431,00000000000000000100000000001000,0000000000000000000000000000000000000000000000000000000000000000,1,400,800,256,4,9,32
23,32,19,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,462,00000000100000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
4,32,29,19,1,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,462,00000000100000000000000000010000,0000000000000000000000000000000000000000000000000000000000000000,1,400,800,256,4,9,32
14,64,19,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,493,00000000000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
26,64,29,19,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,493,00000100000000000100000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,400,800,256,4,9,32
28,32,20,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,524,00010000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
28,64,21,10,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0,524,00010000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,400,800,256,4,9,32
31,32,20,10,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,556,10000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
20,32,38,28,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:1,556,10000000000100000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,400,800,256,4,9,32
