NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
8,32,21,11,0,0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,831,00000000000000000000000100000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
11,32,32,21,1,0:0:0:0:0:0:0:0:1:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,831,00000000000000000000100100000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
5,32,21,11,0,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,862,00000000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
22,32,32,21,1,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,862,00000000010000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
27,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,893,00001000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
9,32,32,21,1,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0,893,00001000000000000000001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
21,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0,924,00000000001000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
20,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:0:0:0:0:0:0:0:0:0:0,924,00000000001100000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
26,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,956,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
10,32,32,21,1,0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,956,00000100000000000000010000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
10,64,31,21,0,0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,987,00000100000000000000010000000000,0000000000000000000000000000000000000000000000000111110000000000,0,800,800,1,4,10,32
11,64,51,41,0,0:0:0:0:0:0:0:0:1:0:2:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,987,00000100000000000000110100000000,0000000000000000000000000000000000000000000000000111110000000000,0,800,800,1,4,10,32
24,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0,1018,00000001000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
25,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:1:0:0:0:0:0:0,1018,00000011000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
29,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,1049,00100000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
15,32,33,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,1049,00100000000000001000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
6,32,22,11,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1081,00000000000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
18,32,33,21,1,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,1081,00000000000001000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,1,4,10,32
6,64,22,11,0,0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1112,00000000000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
25,64,42,31,0,0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:2:0:0:0:0:0:0,1112,00000011000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
12,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,1143,00000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,1,4,10,32
