NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
5,32,21,11,0,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,815,00000000000000000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
10,32,32,21,1,0:0:0:0:0:1:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,815,00000000000000000000010000100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
23,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,831,00000000100000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
2,32,32,21,1,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0,831,00000000100000000000000000000100,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
26,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,846,00000100000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
18,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:1:0:0:0:0:0,846,00000100000001000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
0,32,21,11,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,862,00000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
8,32,32,21,1,1:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,862,00000000000000000000000100000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
0,64,21,11,0,2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,878,00000000000000000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
11,64,32,21,1,2:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,878,00000000000000000000100000000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
19,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,893,00000000000010000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
13,32,32,21,1,0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,893,00000000000010000010000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
18,64,31,21,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:1:0:0:0:0:0,909,00000100000001000000000000000000,0000000000000000000000000000000000000000000000001111110000000000,0,800,400,1,16,10,32
5,64,41,31,0,0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:1:0:0:0:0:0,909,00000100000001000000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
31,32,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,924,10000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
19,64,41,31,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:1,924,10000000000010000000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
6,32,21,11,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,940,00000000000000000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,400,1,16,10,32
20,32,32,21,1,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,940,00000000000100000000000001000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,400,1,16,10,32
19,64,41,31,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0:1,956,10000000000010000000000000000001,0000000000000000000000000000000000000010000000000000000000100000,0,800,400,1,16,10,32
