NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
3,16,16,8,0,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,162,0000000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
14,16,24,15,1,0:0:0:1:0:0:0:0:0:0:0:0:0:0:1:0,162,0100000000001000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
1,16,16,8,0,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,224,0000000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
9,16,24,15,1,0:1:0:0:0:0:0:0:0:1:0:0:0:0:0:0,224,0000001000000010,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
6,16,17,8,0,0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0,287,0000000001000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
10,16,25,15,1,0:0:0:0:0:0:1:0:0:0:1:0:0:0:0:0,287,0000010001000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
12,16,17,8,0,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,349,0001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
14,32,25,15,1,0:0:0:1:0:0:0:0:0:0:0:0:1:0:2:0,349,0101000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
3,32,17,8,0,0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0,412,0000000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
1,32,25,15,1,0:2:0:2:0:0:0:0:0:0:0:0:0:0:0:0,412,0000000000001010,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
0,16,17,8,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,474,0000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,100,400,64,4,7,16
2,16,25,15,1,1:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,474,0000000000000101,0000000000000000000000000000000000000000000000000000000000000000,1,100,400,64,4,7,16
