NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
12,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0,831,0001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
9,16,32,21,1,0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0,831,0001001000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
5,16,21,11,0,0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0,862,0000000000100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
7,16,32,21,1,0:0:0:0:0:1:0:1:0:0:0:0:0:0:0:0,862,0000000010100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
15,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1,893,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
11,16,32,21,1,0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:1,893,1000100000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
14,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,924,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
1,16,32,21,1,0:1:0:0:0:0:0:0:0:0:0:0:0:0:1:0,924,0100000000000010,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
2,16,21,11,0,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,956,0000000000000100,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
13,16,32,21,1,0:0:1:0:0:0:0:0:0:0:0:0:0:1:0:0,956,0010000000000100,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
11,32,31,21,0,0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:1,987,1000100000000000,0000000000000000000000000000000000000000000000010111100000000000,0,800,200,256,16,10,16
6,32,41,31,0,0:0:0:0:0:0:1:0:0:0:0:2:0:0:0:1,987,1000100001000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
1,32,31,21,0,0:2:0:0:0:0:0:0:0:0:0:0:0:0:1:0,1018,0100000000000010,0000000000000000000000000000000000000000000000010111100000000000,0,800,200,256,16,10,16
10,32,41,31,0,0:2:0:0:0:0:0:0:0:0:1:0:0:0:1:0,1018,0100010000000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
12,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0,1049,0001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
8,32,33,21,1,0:0:0:0:0:0:0:0:1:0:0:0:2:0:0:0,1049,0001000100000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
15,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2,1081,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
12,32,32,21,0,0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:2,1081,1001000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
15,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3,1112,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
4,32,33,21,1,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:3,1112,1000000000010000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
8,32,32,21,0,0:0:0:0:0:0:0:0:2:0:0:0:2:0:0:0,1143,0001000100000000,0000000000000000000000000000000000000000000000010111100000000000,0,800,200,256,16,10,16
5,32,42,31,0,0:0:0:0:0:2:0:0:2:0:0:0:2:0:0:0,1143,0001000100100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
3,16,22,11,0,0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0,1174,0000000000001000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
3,32,23,11,1,0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0,1174,0000000000001000,0000000000000000000000000000000000000000000000000000000000000000,1,800,200,256,16,10,16
6,32,42,31,0,0:0:0:0:0:0:2:0:0:0:0:2:0:0:0:1,1206,1000100001000000,0000000000000000000000000000000000001101101100110110110000000000,0,800,200,256,16,10,16
12,48,52,41,0,0:0:0:0:0:0:2:0:0:0:0:2:4:0:0:2,1206,1001100001000000,0000000000000000000000000000000000000000000000011111010000000000,0,800,200,256,16,10,16
8,32,32,21,0,0:0:0:0:0:0:0:0:3:0:0:0:2:0:0:0,1237,0001000100000000,0000000000000000000000000000000000000000000000101111000000000000,0,800,200,256,16,10,16
10,32,62,51,0,0:2:0:0:0:0:0:0:3:0:2:0:2:0:1:0,1237,0101010100000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
15,48,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:4,1268,1000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
7,48,42,31,0,0:0:0:0:0:1:0:2:0:0:0:0:0:0:0:4,1268,1000000010100000,0000000000000000000000000000000000000000000000000000000000000000,0,800,200,256,16,10,16
