NODEID,VECCL_SIZE,REPCL_SIZE,OFFSET_SIZE,COUNTER_SIZE,VECCL_TIMESTAMPS,HLC,BITMAP,OFFSETS,COUNTERS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,NUM_PROCS
0,16,21,11,0,1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,831,0000000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
10,16,32,21,1,1:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0,831,0000010000000001,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
2,16,21,11,0,0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0,862,0000000000000100,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
8,16,32,21,1,0:0:1:0:0:0:0:0:1:0:0:0:0:0:0:0,862,0000000100000100,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
4,16,21,11,0,0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0,893,0000000000010000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
3,16,32,21,1,0:0:0:1:1:0:0:0:0:0:0:0:0:0:0:0,893,0000000000011000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
13,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0,924,0010000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
5,16,32,21,1,0:0:0:0:0:1:0:0:0:0:0:0:0:1:0:0,924,0010000000100000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
1,16,21,11,0,0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0,956,0000000000000010,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
8,32,41,31,0,0:1:1:0:0:0:0:0:2:0:0:0:0:0:0:0,956,0000000100000110,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
14,16,21,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,987,0100000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
0,32,31,21,0,2:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0,987,0100000000000001,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
9,16,21,11,0,0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0,1018,0000001000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
6,16,32,21,1,0:0:0:0:0:0:1:0:0:1:0:0:0:0:0:0,1018,0000001001000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
10,32,32,21,0,1:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0,1049,0000010000000001,0000000000000000000000000000000000000000000000000000000011011010,0,800,800,4,4,10,16
5,32,52,41,0,1:0:0:0:0:2:0:0:0:0:2:0:0:1:0:0,1049,0010010000100001,0000000000000000000000000000000000000000000000000000000001111101,0,800,800,4,4,10,16
13,32,22,11,0,0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0,1081,0010000000000000,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
13,32,23,11,1,0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0,1081,0010000000000000,0000000000000000000000000000000000000000000000000000000000000000,1,800,800,4,4,10,16
8,32,42,31,0,0:1:1:0:0:0:0:0:3:0:0:0:0:0:0:0,1112,0000000100000110,0000000000000000000000000000000000000000000000100111000010011100,0,800,800,4,4,10,16
15,32,52,41,0,0:1:1:0:0:0:0:0:3:0:0:0:0:0:0:1,1112,1000000100000110,0000000000000000000000000000000000000000000000000000000000000000,0,800,800,4,4,10,16
